producers,directors
"['11916393', '0076081', '3259979', '8012737', '0664469', '2773721']",['8012737']
[],['3096701']
"['7393426', '8618482']",['8618482']
"['11766008', '3201094', '11162172', '3372458', '3223616', '3373219']",['3201094']
['0386386'],"['11489030', '0766218']"
"['11621548', '11505473']",['11775770']
"['11928493', '11928549', '11843937', '11928492']",['11928485']
"['11928549', '11928548']",['11928544']
['10622154'],['9844459']
[],['2032664']
"['10152979', '2358786', '3974506', '2249498', '9651121']",['2907789']
[],"['7946705', '11961173']"
"['10960360', '7802695']","['11005999', '12142563', '13587939', '5473191', '12650099', '7891043', '9667724', '11526332']"
['11621665'],['11621660']
"['11848921', '11848920']",['11848916']
['11848957'],['9909259']
['10051376'],['11601028']
[],['12059238']
"['11443265', '11648668', '1480420', '1491111', '4111213', '11648667', '11648669']",['1899071']
['0497455'],['0947140']
['4751477'],['4751477']
[],['1422152']
"['12097399', '12059266', '12059268']",['12059266']
"['9923913', '2448321']",['10009866']
[],['13154195']
"['3895237', '4749456']",['5676724']
"['1839670', '2392497', '3936227', '12001049', '1966043', '10606854', '1071909', '3029093', '2895043']",['1186424']
"['0008375', '12940191', '12940332', '4081008', '12940291', '3796709', '1549716', '13115411', '1672365', '12473034', '13115417', '12691705', '13115415', '12940287', '4825595', '1105926', '2823068', '13115412', '13115416', '6707771', '0793593', '13115413', '12017390', '13115418', '13115319', '13115414', '1320329', '12210378', '2276286']","['2395339', '0945724']"
"['6405247', '4093306', '4092227', '5441051', '1973887', '5421754', '6405241', '6405234', '6405250', '5421798', '6405249', '6405245', '7042727', '6405248', '4090507', '6405246', '7597655']",['4092227']
[],['0793231']
"['0819505', '0842616', '7988905']",['3150455']
[],['6482910']
"['12104630', '12104628', '12104631']",['12104628']
"['2759607', '5185907', '11006136', '2324815', '6937138', '6958535', '2965862']",['6466474']
[],[]
['12227225'],['12227225']
"['12203206', '3855692']",['11550832']
"['11928673', '11928668']",['11928667']
"['0173886', '2020846', '3159348', '1124614', '1334264', '12062061', '7829425', '1124615', '3682552', '4000436', '12069479', '12069480']",['2063968']
"['2233959', '1043852', '0209246', '1020877', '0325605', '1279991', '0590397', '1892072', '3180244', '0837449']",['3180244']
"['1163145', '12008873', '3362252', '1232538', '2420390', '2426665', '10510024', '1301514', '3242929', '1604683', '2104893', '10407071']",['2426665']
"['10960360', '7802695']","['5487797', '11005999', '4974621', '12142563', '10164545', '0529415', '5488570', '12140627', '2244447', '10745952', '2932959', '11577443', '13588088', '3713642']"
"['1250958', '9898651', '0411070', '9749418', '3309461', '13121083', '2634953', '6851864', '13121084', '13121086', '1873766', '2193038', '13121087', '13121085']",['7433819']
"['7758484', '0406954', '0430798', '0440415', '7162158', '9185679', '0861420']",['0936374']
[],[]
"['9622454', '2875873']",['9622454']
[],['4132661']
"['11701333', '9762716']",['9762716']
"['3638678', '2490359']",['2490359']
[],['1621651']
['12088330'],['12088330']
"['8228563', '8228564']",['8228564']
[],['1417038']
['12174319'],['12174318']
"['1650390', '0783652', '1754690']",['10053876']
['0602333'],['0602333']
"['8146781', '5363346', '1549716', '0410985', '13069713', '8780789', '12677718', '4915646', '3984065', '12677719', '0473539', '12691916', '12691686', '7537258', '0605303', '12677721', '4783760', '0767979', '4848615', '4371294', '12004552', '11056034', '8579771', '12691719', '4370574']",['4114096']
"['1749204', '2069145', '1259616', '5347659']",['2178400']
[],['1398718']
['11417300'],['11417299']
"['11505474', '11505473']",['11505468']
['11550863'],['11128782']
"['12750729', '12750730', '11623436', '11554384']",['11554383']
"['10051376', '10128868', '9909261', '10128869']",[]
"['11621498', '11621497']",['11621495']
"['11829469', '11693677', '11692192', '11692193']",['11829469']
[],[]
[],"['11863108', '11863089', '11863090', '11863106', '8122060', '5652845', '11863107', '11862499', '11862508', '11862513', '11306072', '11863110', '11862500', '11862495', '8954072', '5666412', '8842282', '8076229', '11862519', '9823342', '11863109', '11862510']"
['5129319'],['6494012']
"['1650390', '0783652']","['2239528', '2591840']"
['12876507'],['5694753']
[],['3526565']
"['2949845', '0219785', '10110081', '1803236', '3455788', '8682002', '4033680', '3087856', '1668066', '0801215', '2789508', '6541504', '1236489']","['0799688', '8631175']"
"['10960360', '7802695']","['9088561', '10003351', '4974621', '0529415', '5473191', '11033283']"
"['0107061', '12019520', '0000329', '7347872', '13161851', '9048860', '7483627', '8221491', '13161853', '13161852', '4783183', '11139149', '0814167', '10844280', '8732475', '2815358', '0875408', '7443271', '0912403', '10236936', '10844279', '4521526', '7443261']",['2282774']
"['3407207', '2386014', '3017172', '11687909']",['3017172']
[],['2423816']
"['11933041', '5373619']",['11933037']
"['11505474', '11933202']",['11505468']
"['7980372', '11505473']",['11933022']
[],['12443937']
"['4201676', '4201609']",[]
"['4867128', '9788146', '10882910', '1923515', '9096897', '8129567', '4674086', '3859912', '3173128']",['0165866']
[],['2359768']
[],['2002092']
"['0114036', '0471172', '0515005', '0603408', '3160354', '5536960', '1882146', '0863622', '0882388']",['0515005']
['6758812'],['6758812']
[],[]
"['0030417', '5696713', '6944646', '8451510']","['0535340', '1532509', '0875453', '0030417']"
['7279709'],['7279709']
"['9616999', '1021351', '2529917', '2769688', '1451193', '5349180', '8620831']",['2690651']
"['10960360', '7802695']","['10003351', '4974621', '0529415', '7669416', '7669419', '2244447', '10745952']"
"['11933230', '11595616']",['11933227']
"['10051376', '10128868', '9909261', '10128869']",['11603654']
"['11933041', '11987464']",['11987462']
"['2894555', '7035528']",['2894555']
['8534389'],['4368529']
"['0007831', '0002211', '1950147', '4541163', '0362401', '1882146', '1103162']",['1103162']
[],[]
"['0013540', '6727559', '3791871', '1121389', '0218024', '0295791', '1458626', '11413267', '3053716', '4329768', '5876891', '0436901', '0493858', '13141281', '2100488', '2426118', '13141282', '2851711', '0781839', '2603919', '0827731', '13141283', '0911117', '5560271']","['0798899', '0675442']"
"['9366253', '12154165', '12638454', '6403086', '6167438', '9366255', '10588584', '8502042', '0442930', '6851863', '6167439', '5862500', '4827490', '12638453', '2155063']",['2342722']
"['0165290', '3855740', '5763160', '9241343', '3900212', '2469089', '4254716', '4494458', '8813915', '8805181', '8813916']","['0165290', '8805181']"
['11327338'],['11327332']
['0340543'],['10368880']
['2368387'],['0501161']
[],['5321533']
[],"['0218838', '1958771', '3130198', '11926301', '11926302']"
"['10960360', '7802695']","['11005999', '9349990', '4974621', '0529415', '11002177', '5399894']"
['0586730'],['9429972']
"['12063792', '12063791', '12742727', '12742726']",['11926070']
"['11933041', '11987464']",['12063816']
"['10128868', '10128869', '11928493', '11843937']",['11928544']
"['11603599', '11505473']",['11505468']
"['11928196', '10076536']",['10076536']
"['1158544', '4961194', '1275326', '1601644', '1575873', '3594541']","['2320658', '2788015', '2128363', '0727960']"
"['2341204', '2951215', '4118473', '1046088', '12739685', '13528755', '5808529', '12969446']","['4701812', '0766218']"
[],['2389045']
"['7456747', '3148260']",['11972100']
"['6229764', '0783652', '3782960', '2277296']",['6230142']
"['0061388', '3664884', '3228011']","['3664884', '5191978']"
"['12604942', '12604943', '12604941']",['12604933']
[],['5787419']
['12052676'],['5127145']
"['10960360', '7802695']","['4974621', '0529415', '11002177', '5399894']"
['2038987'],['1782949']
"['0326219', '8089324', '0606330', '6844484']",['8089324']
[],['5221980']
"['11329812', '11329811']",['11621608']
"['11928673', '11928668']",['11928667']
['3855692'],['11550832']
[],['12043240']
['7150239'],['7150239']
"['0150705', '3919493', '1936038', '0498278', '8704664', '6589423', '2846368']",['2846368']
"['3642500', '4534251', '2995520', '6372097']",['3642500']
"['0058799', '3119970', '0378229', '1597579', '1277553', '3789705', '2636519']","['0058799', '1597579']"
"['1492903', '2954049', '1921932', '12457921', '5674816']",['12457921']
[],['8575502']
['12511648'],['12511648']
"['0016957', '4611870', '12531482', '0160935', '0465503', '0520488', '0588087', '0807601']","['5106831', '6676487']"
['2154825'],"['3503537', '4396873']"
['0230701'],['0230701']
"['10960360', '7802695']","['7895751', '12142563', '5735265', '2225404', '13513594', '10745952']"
"['0259304', '0269898', '0357482', '2731232', '2503512', '0692792', '7207655', '3838311']",['0357482']
"['0114036', '8068788', '5035952', '0471172', '0525665', '0603408', '3160354', '5536960', '1882146']",['5208146']
"['12603453', '12603455', '12490968', '0700591', '2519727', '2947786', '12603454']","['2538739', '12490968']"
['3762623'],['3762623']
"['12211059', '4614858', '12211057', '12211006', '3151766', '1806674', '3789006', '12203180', '6769481', '12211056', '0581565', '11432555', '12203179', '12211007', '12209159', '1823523', '12222349', '2726152', '12211058']","['0312881', '2225149']"
"['12628384', '11152464', '12621771']","['4425060', '12762842']"
['12656491'],['12656491']
"['9898651', '0411070', '9749418', '3309461', '13121083', '2634953', '6851864', '13121086', '1873766', '13360186', '2193038']",['9065840']
"['10960360', '7802695']","['9349990', '8548041', '13587658', '5399894', '10745952', '13584290', '13587657']"
"['10051376', '9909261']",['11603654']
"['11848921', '11848920']",['11848916']
"['2259946', '0666720', '1258638']","['4136807', '0868871']"
"['11926828', '6094789', '0230599', '11926829', '0291572', '11926832', '0356280', '11926830', '0402347', '1627265', '1906966', '0566092', '11926831', '6252800', '6155583', '2468128', '2050680', '4432066']","['0124900', '0742125']"
['12665079'],['12638725']
['11928444'],['5643041']
[],['11926070']
['8861585'],['8861585']
['0616905'],['4508497']
[],['2365242']
"['4396933', '9815124', '12154165', '12945516', '2255764', '5376349', '1857204', '4875458', '1441846', '3105213', '4118473', '3713280', '11283685', '4728376']",['2014132']
[],['2670218']
[],['5799519']
[],['12881623']
['12532490'],['12532490']
"['3410886', '7848667', '6232719']",['5758831']
"['6995261', '0436901', '0441546', '8289961', '3856296', '2619713', '0949828', '0949899']",['0049786']
[],['6099946']
"['3985479', '4993181', '13406524', '5620950', '2047691', '13406523', '5898844', '9030391']",['0613562']
"['1231297', '6244439', '1259616', '13029769']",['2268014']
"['1309597', '2327524', '11708677', '8646957', '1656475', '4591534', '5714743', '4667220']","['0117806', '1703610']"
[],[]
"['8371842', '2116904', '3018890', '1532153', '2092878', '1530455']",['1532153']
[],"['0027943', '2025581']"
['10428729'],['10428729']
"['3277697', '2790572', '3006087', '13091622', '1054433', '0653561']",['0667912']
"['0014447', '2273593', '3598606']","['2977548', '1455707']"
"['4611870', '1769107', '4390922', '1709264', '1730221', '1291806', '2422454', '2231934', '0520488', '0588087', '12719466', '2918192', '4298030', '2400789', '2426215', '1475594', '0860483']",['0860483']
"['5351892', '1715597', '1021528', '9195836', '2990522', '0584813', '1493950', '3975363', '3025497']",['1361017']
[],"['8558713', '4588411']"
"['0063165', '2604429', '0415031', '0516880', '1823500', '2835403', '1407638', '0809877']","['0809877', '2190815', '3185614']"
"['0072280', '2433557', '5398118']",['0583939']
"['12378621', '4249015', '10463159', '7291243', '12378614', '0793687']",['2032664']
"['0230032', '1848009', '6174063', '7280926', '0812307', '0912717']",['1154836']
"['11112861', '8472275', '3424736', '2435496', '11112862']",['0538770']
"['2655143', '0214862', '2354355', '2831416', '7048688', '2771440', '0938777']","['1382167', '3794283', '2830785']"
"['10960360', '7802695']","['11005999', '8167328', '9349990', '12142563', '11002177', '10745952', '11526332']"
[],"['5694753', '5694564']"
"['8068788', '5035952', '0471172', '0525665', '0603408', '3160354', '5536960', '1882146', '0882388']",['3413990']
"['8927838', '7420325', '5904932', '0177552', '10879295', '2618831', '6634073', '2885055', '9965444', '8143375']","['0177552', '2885055']"
"['13114552', '0267945', '0311902', '7228477', '13043952', '12760045', '9635514', '0841326', '0905820']",['1893665']
[],['2285431']
['2154825'],"['3503537', '4396873']"
"['3320103', '9600887', '12589241', '1639253']",['12875340']
"['0200886', '0362844']",['0200886']
"['2543116', '8742396', '2598360']",['2543116']
['3445560'],"['3445766', '3444958']"
['12725760'],['12680669']
"['1915863', '0569891', '2523231', '2770151']",['0569891']
[],['1634378']
"['9613815', '9611322', '9611323']",['9613815']
"['5780537', '8503902', '9648786', '2806693', '3190242']",['9411361']
[],['7612957']
"['0084686', '3985150', '2354355', '3536707', '0284369', '0329666', '10309717', '0479291', '2075944', '11903378', '0734954', '3799372', '4441518', '0858153', '1253610', '3264191', '0007236', '0938777', '12803076']",['0284369']
"['2679890', '8557208', '0116369', '11794632', '2847097', '2897837', '12563148']",['1348707']
"['0007831', '1383499', '2386566', '3124032', '5462940', '3363032', '3362858', '10746725', '1950147', '8909483', '0376416', '7874069', '10761965', '1429908', '0482060', '0510912', '0511605', '0006785', '6413314', '3868169', '0538384', '0591539', '2973669', '0626613', '3539578', '12128534', '0718645', '2388379']",['0002700']
"['2979329', '9993445', '2929057', '2510203', '0847182']",['0396074']
"['13164854', '10654574', '13164855', '7580487', '13164853', '13164856']",['12558141']
['4020627'],['12769158']
"['10960360', '7802695']","['11005999', '9349990', '4974621', '0529415', '11002243', '11002244']"
[],['5332002']
"['0868219', '0973233', '1087952', '1156984', '1428647', '4359937']","['3028578', '2508936', '2112570']"
[],['0866707']
['8084129'],"['10102473', '8084129', '10102473', '10102479']"
"['0114036', '5769606', '0471172', '0525665', '0603408', '3160354', '1882146', '0882388']",['3413990']
['12989052'],"['12989052', '12343379']"
"['2035138', '6672783', '0199079', '1788714', '6962322', '2278951', '12403064', '1398472', '1068064', '0005428', '4761167']",['12403064']
[],[]
[],['6637722']
[],['12842147']
"['0160935', '1322521', '0465503', '0548257', '0592135', '0601781', '1291620', '0714114', '0829601', '7970662']","['0210320', '2859976']"
[],[]
"['11257182', '3572237', '7899559', '13333606', '0329666', '2004239', '7899561']","['2004239', '5260312']"
"['11850833', '11843715']",['7700532']
"['1903300', '2996633', '5634029', '0991118', '1015313', '0737284', '0738707', '0741941', '4822819', '0864138']",['0864138']
"['1236503', '1037430', '3664111', '4841329']",['2568279']
['8444301'],['8444301']
"['1779809', '5323997', '1278914', '5246259', '3243829', '1894382', '2359513', '0772283', '6194924', '8100201', '3738269']",['2117510']
